,src,mt,ref,correctness,repetitions,named-entities,omission,strong-unsupport,full-unsupport
3216,"Um auch auf gar keinen Fall auch nur 1 Sekunde des Vergnügens zu versäumen, befinden sich alle 1 Sterne Unterkünfte in Lido di Savio in der Nähe der Restaurants, der Modelokale und der berühmtesten Diskotheken der Riviera.","In Lido di Savio all 1-star hotels are located close to restaurants, fashionable clubs and the most famous discotheques on the Riviera.","1-star hotels Lido di Savio are situated a short distance from restaurants, trendy clubs and the most famous discos of the Riviera and give guests the possibility to enjoy the fun opportunities the Riviera offers and to spend unforgettable stays here.",1,0,0,0,0,0
3217,"Die Staaten, deren Fangflotten im Nordwestatlantik Hochseefischerei betreiben, bemühen sich im Rahmen der NAFO (Organisation für die Fischerei im Nordwestatlantik) um eine gemeinsame Bestandserhaltung und - bewirtschaftung.",The North-West Atlantic Fisheries Organisation (NAFO) is a member of the North-West Atlantic Fisheries Organisation (NAFO).,States which fish in the high seas in the North West Atlantic co-operate in NAFO (North-west Atlantic Fisheries Organisation) in order to ensure conservation and management of stocks.,0,1,0,0,1,0
3218,Rufen Sie uns an oder schreiben Sie uns!,Call us or write to us!,Feel free to contact us via telephone or email!,1,0,0,0,0,0
3219,"Sehr geehrte Damen und Herren Abgeordnete,","Honourable Members,","Ladies and gentlemen,",1,0,0,0,0,0
3220,Das ist notwendig.,That is what is needed.,That is what is needed.,1,0,0,0,0,0
3221,Eine weitere Erleichterung würde die Rückverlagerung des durch die Schweiz verursachten Umwegverkehrs erbringen.,Another relief would be the redeployment of the transit system caused by Switzerland.,The suspension of the transit traffic diversion caused by the Swiss regulations would also ease the situation.,1,0,0,0,0,0
3222,Vor allem in abgelegenen Gegenden kommen noch das Schulgeld und beschwerliche Schulwege hinzu.,"Especially in remote areas, there is additional school fees and laborious school paths.","And in remote areas in particular, school fees and arduous commutes pose further challenges.",1,0,0,0,0,0
3223,Es ist ein wunderschönes Hotel und das Personal war absolut großartig.,The staff were very friendly and helpful. The room was clean and comfortable.,It is a beautiful hotel and the staff were absolute superb.,0,0,0,0,1,0
3224,Maßnahmen im Anschluss an die Oktober-Tagung,Post-October action,Follow-up to the October meeting,0,0,0,0,0,0
3225,Abendlicher Aufdeckservice und Reinigungsservice werden angeboten.,"In the evenings, you will find a laundry service.",Turndown Service Is Offered Nightly And Housekeeping Is Available.,0,0,0,0,0,0
3226,"Sehr verehrte Damen und Herren,","Ladies and gentlemen,","Ladies and Gentlemen,",1,0,0,0,0,0
3227,"Aber wenn auch der Stapellauf geglückt ist, weiß man doch nicht, ob das Schiff seetauglich ist, ob es die kommenden Stürme überstehen wird.","However, even if the storm has been broken, we do not know whether the ship is navigable, whether it will survive the next storms.",The launch was a great success when it came to the major projects which were got under way. There was no friction in the launch.,0,0,0,0,0,0
3228,"Sind auch Sie mit von der Partie, wenn Athleten aus nah und fern um die vordersten Ränge wetteifern.",You can also compete with athletes from near and far around the front ranks.,You can also be there when athletes from far and near contest for the top ranking.,0,0,0,0,0,0
3229,Man kommt zu diesen innersten und abgelegenen Zimmer durch eine kleine Tür.,The room was very clean and comfortable. The staff were very helpful.,They are intimate and secluded; they can be reached through a small door.,0,0,0,0,1,0
3230,Alle Informationen und Möglichkeiten auf dieser Site bieten wir Ihnen total uneigennützig an.,All information and possibilities on this site are completely uninterested.,All information and reservation options on this site are brought to you by us for free.,0,0,0,0,0,0
3231,"Es wird sich um einen maßgeschneiderten Ansatz handeln, oder auch einen vielfältigen Ansatz, bei dem unterschiedliche Methoden mit verschiedenen Zielsetzungen verbunden werden.","It will be a tailor-made approach, or a multi-faceted approach combining different methods with different objectives.","It will be a tailor-made, also a ""patchwork"" approach in which different methods will be associated with different objectives.",1,0,0,0,0,0
3232,"Das Originalprodukt WSP Italy ist mit unserem Warenzeichen in der Gussform versehen, auβerdem enthält jedes Rad eine Seriennummer mit der man bei Aktivierung die Authentizität, die Rückverfolgbarkeit und die Garantiebedi...","The original WSP Italy product is marked in casting form by our trademark, and each wheel has a serial number to enable authenticity, traceability and guarantee.","The original product Wsp Italy is produced using a modul with our mark engraved inside. In addition each wheel is provided with a Serial Warranty Code whose activation permits to check its authenticity, its traceabilit...",1,0,0,0,0,0
3233,Kostüme für jeden Geldbeutel und für jeglichen Verkleidungswunsch...,Costumes for every purse and for all desires of dressing...,"costumes for every budget and for any costume wish,...",1,0,0,0,0,0
3234,Die Hubertusstube präsentiert sich mit neuem Speisesaal und Sonnenterasse .,The Hubertauube offers a new dining room and a sun terrace.,Everything will be done for your well-being.,0,0,1,0,0,0
3235,Begeisterung ist Ansteckend lassen Sie sich begeistern!,The passion is contagious to let yourself be excited!,Enthusiasm is can you sticking on be become enthusiastic!,1,0,0,0,0,0
3236,Küche nach Hausmannsart und landestypisch ohne Schwindel und Betrug.,Cuisine of home style and typical of the country without spindle and fraud.,"Home cooking and from home grown, without cheating or deceiving.",0,0,0,0,0,0
3237,D / Rat der Europäischen Union,D v Council of the European Union,D v Council of the European Union,1,0,0,0,0,0
3238,Anrufung des Europäischen Gerichtshofs,Referral to the European Court of Justice,Referral to the European Court of Justice,1,0,0,0,0,0
3239,Kommission / Vereinigtes Königreich,Commission v United Kingdom,Commission v United Kingdom,1,0,0,0,0,0
3240,Denn sonst kommen wir nicht weiter.,"Otherwise, we will not make any progress.",Otherwise we will get nowhere.,1,0,0,0,0,0
3241,Sie hat dies nicht getan!,It has not done so!,It did no such thing!,0,0,0,0,0,0
3242,Sanft schmiegt sich der veredelte Tropfen an den Gaumen ...,The refined drop of the palate is softly adorned ...,The fine spirit gently caresses the palate...,1,0,0,0,0,0
3243,"Das Schloss Buchlovice, das in der Nähe der majestätischen Burg ...","The Buchlovice Castle, close to the majestic castle ...","The complex of three hills - Buchlov, Modla and Holy is a dominant ...",1,0,0,0,0,0
3244,Leerzeichen folgt \\so sieht es ohne Leerzeichen aus.,Empty will follow \\so without spaces.,a whitespace \ his happens without it.,0,0,0,1,0,0
3245,"Eine Mehrheit der ""Bedauernswerten""?","A majority of ""farm values""?","A Majority of ""Deplorables""?",0,0,0,0,0,0
3246,Wann möchten Sie im Museum Hotel übernachten?,When would you like to stay at the Museum Hotel?,When would you like to stay at the Museum Hotel?,1,0,0,0,0,0
3247,Und so verweigert ihm den Gefallen gebeten.,And so he is refusing his favour.,And thus denied him the favor asked.,0,0,0,0,0,0
3248,"Das ist völlig unverantwortlich, denn es muß in der Tat darum gehen, daß die Industrie mehr Eigenverantwortung zeigt.","This is totally irresponsible, because what we really need to do is for industry to show greater ownership.",This is completely irresponsible as in fact it should be a case of industry showing more responsibility.,1,0,0,0,0,0
3249,Ihre Ansprechpartner sind mit der entsprechenden Seite .,Your contacts are with the corresponding page .,My contacts are with the corresponding page .,1,0,0,0,0,0
3250,"Ich bin diese Wette eingegangen in der Überzeugung, daß man in der Politik auch einmal dem Herzen folgen sollte, wenn einem die Vernunft kein rechter Wegweiser ist.","I am convinced that if you do not have reason to point the way, you should follow the heart of politics.","I am taking this gamble, yes, because I believe that there are times in politics when we should follow the dictates of our hearts because our heads are not sure of the way.",0,0,0,0,0,0
3251,Aber man benennt es so schön.,But you call it so beautiful.,But the language used is splendid.,0,0,0,0,0,0
3252,Außerdem werden folgende Anforderungen gestellt:,The requirements are also as follows:,"In addition, it contains:",1,0,0,0,0,0
3253,An uns wird es dann nicht liegen.,It will not be up to us.,We shall not be the dog in the manger.,0,0,0,0,0,0
3254,"Für viele ist dieses Land so sehr gefiel, dass sie, in ihren steinernen Paläste während wohnhaft, verheiratet mit der lokalen und zeltenēm wenigen Generationen wurde īriskāki īriem für sich.","For many this land was so pleased that she, in her stone palaces while living, married to the local and tentēm few generations became īriskāki īriem for herself.","For many, this land so much liked that they, in their stone palaces whilst residing, married with the local zeltenēm and few generations became īriskāki īriem for themselves.",0,0,0,0,0,0
3255,Wird es Talcahuano werden den Anruf an?,Will it Talcahuano be the call?,Will there be the call at Talcahuano?,1,0,0,0,0,0
3256,Welche art von Grundstücken suchen Sie aus?,What kind of land are you looking for?,What types of property do you source?,1,0,0,0,0,0
3257,"""Weil doch nicht sein kann, was nicht sein darf.","""How can't be what shouldn't be?","""Because, what is not allowed cannot happen.",1,0,0,0,0,0
3258,Gericht der Europäischen Union,General Court of the European Union,General Court of the European Union,1,0,0,0,0,0
3259,Die Umweltbelastungen sind verschiedener Art:,There are various types of pollution:,There are various sources of environmental degradation:,1,0,0,0,0,0
3260,"Der andere Bereich, der für mich von Belang ist, ist der Umweltschutz.",The other area of concern to me is environmental protection.,My second area of interest is the environment.,1,0,0,0,0,0
3261,Bei diesem Duo fühlt man sich musikalisch auf Rosen gebettet.,With this duo you will feel musically bent on roses.,Listening to this duo is like lying on a bed of roses.,0,0,0,0,0,0
3262,Warum folgt die Kommission nicht diesem Bericht?,Why does the Commission not follow this report?,Why was this not the report to which the Commission paid attention?,1,0,0,0,0,0
3263,Der nächste Tagesordnungspunkt ist die Debatte über:,The next item is the debate on:,The next item is the debate on:,1,0,0,0,0,0
3264,"Ein weicher Sandton kennzeichnet den Fußboden, ein weiß-helles Blau fasst die Deckenflächen zusammen.","A soft sandton characterizes the floor, a white and bright blue fits the ceiling surfaces together.",A soft sand tone characterises the floor; a light blue connects the ceiling surfaces.,0,0,0,0,0,0
3265,Die Chance in Seoul,Seoul's Chance,The Opportunity in Seoul,1,0,0,0,0,0
3266,Verbesserte Strategie für die Zusammenarbeit im Zollwesen,Improved strategy for customs cooperation,Reinforced strategy for customs cooperation,1,0,0,0,0,0
3267,Kann ich mit anderen Mitgliedern kommunizieren?,Can I communicate with other members?,How can I get in touch with other members?,1,0,0,0,0,0
3268,Die Gummisklavin saß auf dem Gynstuhl und wartet auf ihren Gummiherrn.,The rubber ladder was sitting on the gynchair and waiting for her rubber ladder.,The rubber slave was lying on the therapy chair and waited for her rubber Master.,0,0,0,0,0,0
3269,Die Unternehmen tun es trotzdem.,Companies do so anyway.,They still do it.,1,0,0,0,0,0
3270,Diesmal geht es den Kölner Krimischreibern an den Kragen.,This time the Cologne Crimean driver is on the collar.,The actual crime is threatening thriller authors from Cologne.,0,0,0,0,0,0
3271,Folgendes ist geplant:,The following are planned:,We will undertake the following:,1,0,0,0,0,0
3272,Also seht sie euch endlich an!,So she finally looks at you!,"So come on, check it out already!",0,0,0,0,0,0
3273,Long Life-Saiten sorgen mit ihrem etwas robusteren Aufbau für lange Lebensdauer.,Long life strings provide a long service life with a more robust construction.,"Long-life strings are very durable, due to their somewhat more robust structure.",1,0,0,0,0,0
3274,Ich wiederhole es noch einmal.,I repeat it.,I will say it once again.,1,0,0,0,0,0
3275,Sofort danach heiss servieren und austrinken von vorgewärmten Tassen.,Serving hot and hot in the immediate aftermath.,Serve hot and drink immediately from preheated cups.,0,1,0,0,0,0
